site_name,site_address,site_city,site_zip,site_state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
West Middle School,1900 N Rockton Ave,Rockford,61103-4370,IL,42.292784,-89.096701,1,range_interpolation,1900,N Rockton Ave,,,Rockford,IL,Winnebago County,61103,US,TIGER/Line® dataset from the US Census Bureau
Rockford Envrnmntl Science Acad,1800 Ogilby Rd,Rockford,61102-3445,IL,42.246288,-89.126732,1,rooftop,1800,Ogilby Rd,,,Rockford,IL,Winnebago County,61102,US,Winnebago
Jefferson High School,4145 Samuelson Rd,Rockford,61109-3249,IL,42.208961,-89.045409,1,range_interpolation,4145,Samuelson Rd,,,Rockford,IL,Winnebago County,61109,US,TIGER/Line® dataset from the US Census Bureau
Legacy Acad of Excellence Charter Sch,4029 Prairie Rd,Rockford,61102-4501,IL,42.222771,-89.128481,1,rooftop,4029,Prairie Rd,,,Rockford,IL,Winnebago County,61102,US,Winnebago
Galapagos Rockford Charter Sch,2605 School St,Rockford,61101-5264,IL,42.281118,-89.12704,1,range_interpolation,2605,School St,,,Rockford,IL,Winnebago County,61101,US,TIGER/Line® dataset from the US Census Bureau
Jackson Charter School,315 Summit St,Rockford,61107-4231,IL,42.269802,-89.072927,1,rooftop,315,Summit St,,,Rockford,IL,Winnebago County,61107,US,Winnebago
South Beloit Sr High School,245 Prairie Hill Rd,South Beloit,61080-2579,IL,42.470688,-89.045911,1,range_interpolation,245,Prairie Hill Rd,,,South Beloit,IL,Winnebago County,61080,US,TIGER/Line® dataset from the US Census Bureau
South Beloit Jr High School,840 Blackhawk Blvd,South Beloit,61080-2263,IL,42.48495,-89.040613,1,range_interpolation,840,Blackhawk Blvd,,,South Beloit,IL,Winnebago County,61080,US,TIGER/Line® dataset from the US Census Bureau
Riverview Elementary School,306 Miller St,South Beloit,61080-1816,IL,42.491957,-89.050453,1,range_interpolation,306,Miller St,,,South Beloit,IL,Winnebago County,61080,US,TIGER/Line® dataset from the US Census Bureau
Blackhawk Elementary School,840 Blackhawk Blvd,South Beloit,61080-2263,IL,42.48495,-89.040613,1,range_interpolation,840,Blackhawk Blvd,,,South Beloit,IL,Winnebago County,61080,US,TIGER/Line® dataset from the US Census Bureau
Clark Elementary School,464 Oak Grove Ave,South Beloit,61080-1967,IL,42.486826,-89.036557,0.9,range_interpolation,464,Oak Grove Ave,,,South Beloit,IL,Winnebago County,61080,US,TIGER/Line® dataset from the US Census Bureau
Dolan Ctr Maryville Farm Campus,10104 Farm School Rd,Durand,61024-9725,IL,42.411612,-89.233903,0.63,nearest_rooftop_match,10018,Farm School Rd,,,Durand,IL,Winnebago County,61024,US,Winnebago
Gray M Sanborn Elem School,101 N Oak St,Palatine,60067-5246,IL,42.112272,-88.03807,1,rooftop,101,N Oak St,,,Palatine,IL,Cook County,60067,US,Cook
Winston Campus Jr High,120 N Babcock Dr,Palatine,60074-5599,IL,42.112511,-88.021915,0.9,range_interpolation,120,N Babcock Dr,,,Palatine,IL,Cook County,60074,US,TIGER/Line® dataset from the US Census Bureau
Lake Louise Elem School,500 N Jonathan Dr,Palatine,60074-4114,IL,42.119413,-88.00821,1,rooftop,500,N Jonathan Dr,,,Palatine,IL,Cook County,60074,US,Cook
Virginia Lake Elem School,925 N Glenn Dr,Palatine,60074-7189,IL,42.127784,-88.022863,1,rooftop,925,N Glenn Dr,,,Palatine,IL,Cook County,60074,US,Cook
John G Conyers Learning Academy,2800 Central Rd,Rolling Meadows,60008-2535,IL,42.067997,-88.015994,1,rooftop,2800,Central Rd,,,Rolling Meadows,IL,Cook County,60008,US,Cook
Jane Addams Elem School,1020 E Sayles Dr,Palatine,60074-7274,IL,42.123823,-88.018337,1,rooftop,1020,E Sayles Dr,,,Palatine,IL,Cook County,60074,US,Cook
Booth Tarkington Elem School,310 Scott St,Wheeling,60090-4432,IL,42.13265,-87.950868,1,rooftop,310,Scott St,,,Wheeling,IL,Cook County,60090,US,Cook
Jack London Middle School,1001 W Dundee Rd,Wheeling,60090-3908,IL,42.138039,-87.942536,1,rooftop,1001,W Dundee Rd,,,Wheeling,IL,Cook County,60090,US,Cook
Joyce Kilmer Elem School,655 Golfview Ter,Buffalo Grove,60089-3536,IL,42.142108,-87.96398,0.87,rooftop,655,Golfview Ter,,,Buffalo Grove,IL,Cook County,60089,US,Cook
Robert Frost Elem School,1805 N Aspen Dr,Mount Prospect,60056-1682,IL,42.099766,-87.89963,1,range_interpolation,1805,N Aspen Dr,,,Mount Prospect,IL,Cook County,60056,US,TIGER/Line® dataset from the US Census Bureau
Mark Twain Elem School,515 E Merle Ln,Wheeling,60090-4749,IL,42.129449,-87.930981,1,rooftop,515,E Merle Ln,,,Wheeling,IL,Cook County,60090,US,Cook
Walt Whitman Elem School,133 Wille Ave,Wheeling,60090-3127,IL,42.137442,-87.909456,1,range_interpolation,133,Wille Ave,,,Wheeling,IL,Cook County,60090,US,TIGER/Line® dataset from the US Census Bureau
Eugene Field Elem School,51 Saint Armand Ln,Wheeling,60090-3924,IL,42.139712,-87.94412,1,rooftop,51,St Armand Ln,,,Wheeling,IL,Cook County,60090,US,Cook
Oliver W Holmes Middle School,221 S Wolf Rd,Wheeling,60090-4843,IL,42.135065,-87.914084,1,rooftop,221,S Wolf Rd,,,Wheeling,IL,Cook County,60090,US,Cook
Devonshire School,1401 Pennsylvania Ave,Des Plaines,60018-1120,IL,42.027368,-87.925993,1,rooftop,1401,Pennsylvania Ave,,,Des Plaines,IL,Cook County,60018,US,Cook
Friendship Jr High School,550 Elizabeth Ln,Des Plaines,60018-5573,IL,42.027448,-87.934205,1,rooftop,550,Elizabeth Ln,,,Des Plaines,IL,Cook County,60018,US,Cook
Holmes Jr High School,1900 W Lonnquist Blvd,Mount Prospect,60056-3536,IL,42.054133,-87.966808,1,rooftop,1900,W Lonnquist Blvd,,,Mount Prospect,IL,Cook County,60056,US,Cook
Grove Jr High School,777 W Elk Grove Blvd,Elk Grove Village,60007-4221,IL,42.007238,-87.990469,1,rooftop,777,W Elk Grove Blvd,,,Elk Grove Village,IL,Cook County,60007,US,Cook
Salt Creek Elem School,65 JF Kennedy Blvd,Elk Grove Village,60007-3629,IL,42.00369,-87.99991,1,range_interpolation,65,Jf Kennedy Blvd,,,Elk Grove Village,IL,Cook County,60007,US,TIGER/Line® dataset from the US Census Bureau
Juliette Low Elem School,1530 S Highland Ave,Arlington Heights,60005-3630,IL,42.055875,-87.987545,1,rooftop,1530,S Highland Ave,,,Arlington Heights,IL,Cook County,60005,US,Cook
Robert Frost Elem School,1308 S Cypress Dr,Mount Prospect,60056-5004,IL,42.042891,-87.953142,1,range_interpolation,1308,S Cypress Dr,,,Mount Prospect,IL,Cook County,60056,US,TIGER/Line® dataset from the US Census Bureau
Adm Richard E Byrd Elem School,265 Wellington Ave,Elk Grove Village,60007-3405,IL,41.99661,-88.00919,1,rooftop,265,Wellington Ave,,,Elk Grove Village,IL,Cook County,60007,US,Cook
Rupley Elem School,305 Oakton St,Elk Grove Village,60007-1727,IL,42.021717,-87.985436,1,rooftop,305,Oakton St,,,Elk Grove Village,IL,Cook County,60007,US,Cook
John Jay Elem School,1835 W Pheasant Trl,Mount Prospect,60056-4556,IL,42.041633,-87.96576,1,range_interpolation,1835,W Pheasant Trl,,,Mount Prospect,IL,Cook County,60056,US,TIGER/Line® dataset from the US Census Bureau
Algonquin Middle School,767 E Algonquin Rd,Des Plaines,60016-6251,IL,42.030261,-87.905652,0.95,rooftop,767,E Algonquin Rd,,,Des Plaines,IL,Cook County,60018,US,Cook
Plainfield Elem School,1850 Plainfield Dr,Des Plaines,60018-2053,IL,42.019115,-87.902541,1,rooftop,1850,Plainfield Dr,,,Des Plaines,IL,Cook County,60018,US,Cook
Orchard Place Elem School,2727 Maple St,Des Plaines,60018-3843,IL,42.003844,-87.879113,1,rooftop,2727,Maple St,,,Des Plaines,IL,Cook County,60018,US,Cook
North Elementary School,1789 Rand Rd,Des Plaines,60016-3509,IL,42.044111,-87.881179,1,rooftop,1789,Rand Rd,,,Des Plaines,IL,Cook County,60016,US,Cook
Gemini Middle School,8955 N Greenwood Ave,Niles,60714-1416,IL,42.042401,-87.838735,1,rooftop,8955,N Greenwood Ave,,,Niles,IL,Cook County,60714,US,Cook
Mark Twain Elem School,9401 N Hamlin Ave,Niles,60714-5869,IL,42.051887,-87.849722,1,rooftop,9401,N Hamlin Ave,,,Niles,IL,Cook County,60714,US,Cook
V H Nelson Elem School,8901 N Ozanam Ave,Niles,60714-1711,IL,42.043647,-87.820433,1,rooftop,8901,N Ozanam Ave,,,Niles,IL,Cook County,60714,US,Cook
Apollo Elem School,10100 Dee Rd,Des Plaines,60016-1512,IL,42.065168,-87.856653,1,range_interpolation,10100,Dee Rd,,,Des Plaines,IL,Cook County,60016,US,TIGER/Line® dataset from the US Census Bureau
Chute Middle School,1400 Oakton St,Evanston,60202-2721,IL,42.026489,-87.692431,1,rooftop,1400,Oakton St,,,Evanston,IL,Cook County,60202,US,City of Evanston
Dr Bessie Rhodes Sch Global Studies,3701 Davis St,Skokie,60076-1744,IL,42.045942,-87.721901,1,rooftop,3701,Davis St,,,Skokie,IL,Cook County,60076,US,Cook
Dawes Elementary School,440 Dodge Ave,Evanston,60202-3254,IL,42.025788,-87.699965,1,rooftop,440,Dodge Ave,,,Evanston,IL,Cook County,60202,US,City of Evanston
Oakton Elem School,436 Ridge Ave,Evanston,60202-2861,IL,42.026158,-87.685807,1,rooftop,436,Ridge Ave,,,Evanston,IL,Cook County,60202,US,City of Evanston
Park School,828 Main St,Evanston,60202-1706,IL,42.033796,-87.683283,1,rooftop,828,Main St,,,Evanston,IL,Cook County,60202,US,City of Evanston
Old Orchard Jr High School,9310 Kenton Ave,Skokie,60076-1336,IL,42.050908,-87.742994,1,rooftop,9310,Kenton Ave,,,Skokie,IL,Cook County,60076,US,Cook
Highland Elementary School,9700 Crawford Ave,Skokie,60076-1106,IL,42.057497,-87.728186,1,rooftop,9700,Crawford Ave,,,Skokie,IL,Cook County,60076,US,Cook
Devonshire Elem School,9040 Kostner Ave,Skokie,60076-1657,IL,42.045105,-87.737836,1,rooftop,9040,Kostner Ave,,,Skokie,IL,Cook County,60076,US,Cook
Madison Elem School,5100 Madison St,Skokie,60077-2554,IL,42.032321,-87.755207,1,rooftop,5100,Madison St,,,Skokie,IL,Cook County,60077,US,Cook
Thomas Edison Elem School,8200 Gross Point Rd,Morton Grove,60053-3534,IL,42.030189,-87.765452,1,rooftop,8200,Gross Point Rd,,,Morton Grove,IL,Cook County,60053,US,Cook
Nachusa Lutheran Childrens Home,PO Box 100,Nachusa,61057-0100,IL,41.831577,-89.38957,0.33,place,100,PO Box,,,Nachusa,IL,Lee County,61057,US,TIGER/Line® dataset from the US Census Bureau
Palatine High School,1111 N Rohlwing Rd,Palatine,60074-3777,IL,42.132468,-88.021941,1,rooftop,1111,N Rohlwing Rd,,,Palatine,IL,Cook County,60074,US,Cook
ChildBridge Center for Education,1760 W Algonquin Rd,Palatine,60067-4791,IL,42.083039,-88.084672,1,rooftop,1760,W Algonquin Rd,,,Palatine,IL,Cook County,60067,US,Cook
Little City Foundation - Foglia Home,1570 Little City Dr,Palatine,,IL,42.0858,-88.08523,0.82,nearest_rooftop_match,1610,Little City Dr,,,Palatine,IL,Cook County,60067,US,Cook
Little City Foundation - Larry's Home,1580 Little City Dr,Palatine,,IL,42.0858,-88.08523,0.84,nearest_rooftop_match,1610,Little City Dr,,,Palatine,IL,Cook County,60067,US,Cook
Little City Foundation - Pine Home,1630 Little City Dr,Palatine,,IL,42.084972,-88.084765,1,rooftop,1630,Little City Dr,,,Palatine,IL,Cook County,60067,US,Cook
Little City Foundation - Coleman Home,1560 Little City Drive,Palatin,,IL,42.0858,-88.08523,0.8,nearest_rooftop_match,1610,Little City Dr,,,Palatine,IL,Cook County,60067,US,Cook
Little City Foundation Marios Home,1550 Little City Dr.,Palatine,,IL,42.0858,-88.08523,0.68,nearest_rooftop_match,1610,Little City Dr,,,Palatine,IL,Cook County,60067,US,Cook
Little City Foundation - SP,1645 Little City Dr,Palatine,,IL,42.08452,-88.084063,1,rooftop,1645,Little City Dr,,,Palatine,IL,Cook County,60067,US,Cook
Little City Foundation - BI,1640 Little City Dr,Palatine,,IL,42.084604,-88.084796,1,rooftop,1640,Little City Dr,,,Palatine,IL,Cook County,60067,US,Cook
Timber Ridge School,201 S Evanston Ave,Arlington Heights,60004-6832,IL,42.079685,-87.952188,1,rooftop,201,S Evanston Ave,,,Arlington Heights,IL,Cook County,60004,US,Cook
Kirk School,520 S Plum Grove Rd,Palatine,60067-6933,IL,42.100856,-88.044744,1,rooftop,520,S Plum Grove Rd,,,Palatine,IL,Cook County,60067,US,Cook
West 40 Reg Safe Sch Middle Prg,605 N Hillside Ave,Hillside,60162-1037,IL,41.88091,-87.907806,1,rooftop,605,N Hillside Ave,,,Hillside,IL,Cook County,60162,US,Cook
Harbor Academy Reg Safe Sch Prg,605 N Hillside Ave,Hillside,60162-1037,IL,41.88091,-87.907806,1,rooftop,605,N Hillside Ave,,,Hillside,IL,Cook County,60162,US,Cook
John F Kennedy Elem School,3945 Wehrman Ave,Schiller Park,60176-1814,IL,41.95012,-87.877579,1,rooftop,3945,Wehrman Ave,,,Schiller Park,IL,Cook County,60176,US,Cook
Lincoln Middle School,9750 Soreng Ave,Schiller Park,60176-2105,IL,41.951343,-87.869673,1,range_interpolation,9750,Soreng Ave,,,Schiller Park,IL,Cook County,60176,US,TIGER/Line® dataset from the US Census Bureau
Washington Elem School,4835 Michigan Ave,Schiller Park,60176-1111,IL,41.966947,-87.868403,1,range_interpolation,4835,Michigan Ave,,,Schiller Park,IL,Cook County,60176,US,TIGER/Line® dataset from the US Census Bureau
Roy Elem School,533 N Roy Ave,Northlake,60164-1762,IL,41.919025,-87.898408,1,rooftop,533,N Roy Ave,,,Northlake,IL,Cook County,60164,US,Cook
Mannheim Middle School,2600 Hyde Park Ave,Melrose Park,60164-1536,IL,41.925397,-87.887899,1,rooftop,2600,Hyde Park Ave,,,Melrose Park,IL,Cook County,60164,US,Cook
Westdale Elem School,99 Diversey Ave,Northlake,60164-1401,IL,41.928491,-87.90618,1,rooftop,99,Diversey Ave,,,Melrose Park,IL,Cook County,60164,US,Cook
Scott Elementary School,2250 Scott St,Melrose Park,60164-2008,IL,41.920439,-87.875229,1,rooftop,2250,Scott St,,,Melrose Park,IL,Cook County,60164,US,Cook
Enger School,10401 Grand Ave,Franklin Park,60131-2208,IL,41.929655,-87.885537,1,rooftop,10401,Grand Ave,,,Franklin Park,IL,Cook County,60131,US,Cook
Passow Elementary School,2838 Calwagner St,Franklin Park,60131-2649,IL,41.930368,-87.86784,1,range_interpolation,2838,Calwagner St,,,Franklin Park,IL,Cook County,60131,US,TIGER/Line® dataset from the US Census Bureau
Hester Jr High School,2836 Gustav St,Franklin Park,60131-2905,IL,41.930838,-87.866928,1,rooftop,2836,Gustav St,,,Franklin Park,IL,Cook County,60131,US,Cook
Dan H Pietrini Elem School,9750 Fullerton Ave,Franklin Park,60131-3207,IL,41.92238,-87.869386,1,range_interpolation,9750,Fullerton Ave,,,Franklin Park,IL,Cook County,60131,US,TIGER/Line® dataset from the US Census Bureau
Rhodes Elem School,8931 Fullerton Ave,River Grove,60171-1810,IL,41.921793,-87.846532,1,rooftop,8931,Fullerton Ave,,,River Grove,IL,Cook County,60171,US,Cook
River Grove Elem School,2650 Thatcher Ave,River Grove,60171-1650,IL,41.928171,-87.836518,1,rooftop,2650,Thatcher Ave,,,River Grove,IL,Cook County,60171,US,Cook
MacArthur Middle School,1310 N Wolf Rd,Berkeley,60163-1220,IL,41.890786,-87.903456,1,range_interpolation,1310,N Wolf Rd,,,Berkeley,IL,Cook County,60163,US,TIGER/Line® dataset from the US Census Bureau
Sunnyside Intermediate School,5412 Saint Charles Rd,Berkeley,60163-1244,IL,41.889146,-87.903477,1,range_interpolation,5412,St Charles Rd,,,Berkeley,IL,Cook County,60163,US,TIGER/Line® dataset from the US Census Bureau
Whittier Primary School,338 Whitehall Ave,Northlake,60164-1864,IL,41.912455,-87.891666,1,range_interpolation,338,Whitehall Ave,,,Northlake,IL,Cook County,60164,US,TIGER/Line® dataset from the US Census Bureau
Jefferson Primary School,225 46th Ave,Bellwood,60104-1315,IL,41.888602,-87.889533,1,range_interpolation,225,46th Ave,,,Bellwood,IL,Cook County,60104,US,TIGER/Line® dataset from the US Census Bureau
J W Riley Intermediate School,123 S Wolf Rd,Northlake,60164-2353,IL,41.904475,-87.902782,1,rooftop,123,S Wolf Rd,,,Northlake,IL,Cook County,60164,US,Cook
Northlake Middle School,202 S Lakewood Ave,Northlake,60164-2581,IL,41.90336,-87.902055,1,rooftop,202,S Lakewood Ave,,,Northlake,IL,Cook County,60164,US,Cook
Grant Primary,1801 N 36th Ave,Stone Park,60165-1031,IL,41.905762,-87.877307,1,rooftop,1801,N 36th Ave,,,Stone Park,IL,Cook County,60165,US,Cook
Thurgood Marshall Elem School,2501 Oak St,Bellwood,60104-1537,IL,41.886134,-87.864253,1,rooftop,2501,Oak St,,,Bellwood,IL,Cook County,60104,US,Cook
Lincoln Elementary School,3420 Jackson St,Bellwood,60104-2419,IL,41.873996,-87.874851,1,rooftop,3420,Jackson St,,,Bellwood,IL,Cook County,60104,US,Cook
McKinley Elem School,3317 Butterfield Rd,Bellwood,60104-1450,IL,41.885206,-87.874156,1,rooftop,3317,Butterfield Rd,,,Bellwood,IL,Cook County,60104,US,Cook
Grant Elem School,1300 N 34th Ave,Melrose Park,60160-2835,IL,41.898509,-87.875443,1,rooftop,1300,N 34th Ave,,,Melrose Park,IL,Cook County,60160,US,Cook
Roosevelt Middle School,2500 Oak St,Bellwood,60104-1525,IL,41.885268,-87.86457,1,rooftop,2500,Oak St,,,Bellwood,IL,Cook County,60104,US,Cook
Jane Addams Elem School,910 Division St,Melrose Park,60160-2235,IL,41.900455,-87.845381,1,rooftop,910,Division St,,,Melrose Park,IL,Cook County,60160,US,Cook
Roosevelt Elem School,1927 S 15th Ave,Broadview,60155-3005,IL,41.8691,-87.850633,1,range_interpolation,1927,S 15th Ave,,,Broadview,IL,Cook County,60155,US,TIGER/Line® dataset from the US Census Bureau
Washington Dual Language Academy,1111 Washington Blvd,Maywood,60153-1559,IL,41.882595,-87.846493,1,range_interpolation,1111,Washington Blvd,,,Maywood,IL,Cook County,60153,US,TIGER/Line® dataset from the US Census Bureau
Emerson Elem School,311 Washington Blvd,Maywood,60153-2154,IL,41.882463,-87.837198,1,range_interpolation,311,Washington Blvd,,,Maywood,IL,Cook County,60153,US,TIGER/Line® dataset from the US Census Bureau
Garfield Elem School,1514 S 9th Ave,Maywood,60153-1951,IL,41.874164,-87.844107,1,rooftop,1514,S 9th Ave,,,Maywood,IL,Cook County,60153,US,Cook
Lincoln Elem School,811 Chicago Ave,Maywood,60153-1172,IL,41.893746,-87.843722,0.9,rooftop,811,W Chicago Ave,,,Maywood,IL,Cook County,60153,US,Cook
Irving Middle School,805 S 17th Ave,Maywood,60153-1701,IL,41.88025,-87.853572,1,rooftop,805,S 17th Ave,,,Maywood,IL,Cook County,60153,US,Cook
Melrose Park Elem School,1715 W Lake St,Melrose Park,60160-3818,IL,41.892861,-87.854731,1,range_interpolation,1715,W Lake St,,,Melrose Park,IL,Cook County,60160,US,TIGER/Line® dataset from the US Census Bureau
Stevenson Middle School,1630 N 20th Ave,Melrose Park,60160-1904,IL,41.903686,-87.858757,1,rooftop,1630,N 20th Ave,,,Melrose Park,IL,Cook County,60160,US,Cook
Forest Park Middle School,925 Beloit Ave,Forest Park,60130-2301,IL,41.869837,-87.812119,1,rooftop,925,Beloit Ave,,,Forest Park,IL,Cook County,60130,US,Cook
Lindop Elem School,2400 S 18th Ave,Broadview,60155-3930,IL,41.859655,-87.854394,1,rooftop,2400,S 18th Ave,,,Broadview,IL,Cook County,60155,US,Cook
Hillside Elem School,4804 Harrison St,Hillside,60162-1601,IL,41.870504,-87.903459,1,rooftop,4804,Harrison St,,,Hillside,IL,Cook County,60162,US,Cook
Jefferson Elem School,7035 16th St,Berwyn,60402-1369,IL,41.858145,-87.800833,1,rooftop,7035,16th St,,,Berwyn,IL,Cook County,60402,US,Cook
Karel Havlicek Elem School,6401 15th St,Berwyn,60402-1133,IL,41.860165,-87.784398,1,rooftop,6401,15th St,,,Berwyn,IL,Cook County,60402,US,Cook
Prairie Oak School,1427 Oak Park Ave,Berwyn,60402-1229,IL,41.861033,-87.79348,1,range_interpolation,1427,Oak Park Ave,,,Berwyn,IL,Cook County,60402,US,TIGER/Line® dataset from the US Census Bureau
Lincoln Middle School,6432 16th St,Berwyn,60402-1358,IL,41.857515,-87.785589,1,rooftop,6432,16th St,,,Berwyn,IL,Cook County,60402,US,Cook
Abe Lincoln Elem School,3545 S 61st Ave,Cicero,60804-4145,IL,41.828107,-87.775385,1,range_interpolation,3545,S 61st Ave,,,Cicero,IL,Cook County,60804,US,TIGER/Line® dataset from the US Census Bureau
Columbus West Elementary School,5425 W 31st St,Cicero,60804-3989,IL,41.836287,-87.759843,1,range_interpolation,5425,W 31st St,,,Cicero,IL,Cook County,60804,US,TIGER/Line® dataset from the US Census Bureau
